noc_code,job_title,province,region_code,region_name,wage_low,wage_median,wage_high,wage_avg,Data_Source_E,ref_period,revision_date,is_annual,wage_comment
00010,Legislators,,ER00,Canada,31600.0,84000.0,184000.0,97600.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,NS,ER12,Nova Scotia,31935.0,94000.0,158000.0,94000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,NB,ER13,New Brunswick,34800.0,68000.0,150000.0,78000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,QC,ER24,Quebec,41200.0,96000.0,184000.0,102800.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,QC,ER2435,Montérégie,38000.0,97000.0,200000.0,112000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,QC,ER2440,Montréal,65500.0,116000.0,184000.0,119000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,ON,ER35,Ontario,35320.0,80000.0,186000.0,98600.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,ON,ER3510,Ottawa,56800.0,118000.0,198000.0,123000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,ON,ER3530,Toronto,50000.0,119000.0,204000.0,126400.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,ON,ER3540,Kitchener--Waterloo--Barrie,35320.0,82000.0,176000.0,94000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,ON,ER3595,Northwest,35320.0,52800.0,95000.0,50400.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,MB,ER46,Manitoba,33287.0,70000.0,154000.0,88000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,SK,ER47,Saskatchewan,31691.0,73500.0,154000.0,88800.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,AB,ER48,Alberta,34800.0,93000.0,192000.0,106400.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,AB,ER4860,Edmonton,40400.0,126000.0,190000.0,122000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,AB,ER4870,Athabasca--Grande Prairie--Peace River,32867.0,75000.0,128000.0,79000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,BC,ER59,British Columbia,35592.0,76000.0,166000.0,87600.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,BC,ER5910,Vancouver Island and Coast,35592.0,72500.0,132000.0,76500.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00010,Legislators,BC,ER5920,Lower Mainland,35592.0,87000.0,184000.0,104000.0,2021 Census,2021,2023-11-29,1,Wages for this occupation are presented at an annual rate to better represent earnings for this occupation.
00011,Senior government managers and officials,,ER00,Canada,28.03,57.0,92.86,60.09,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,NL,ER10,Newfoundland and Labrador,28.66,50.93,80.24,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,PE,ER1110,Prince Edward Island,42.63,57.18,99.22,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NS,ER1210,Cape Breton,45.32,60.29,93.86,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NS,ER1220,North Shore,47.6,62.35,96.21,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NS,ER1250,Halifax,53.71,69.05,108.67,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NB,ER13,New Brunswick,40.71,64.62,87.0,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NB,ER1310,Campbellton--Miramichi,44.97,56.37,97.47,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NB,ER1320,Moncton--Richibucto,49.3,58.81,97.97,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,QC,ER24,Quebec,28.03,47.5,73.33,49.65,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,ON,ER35,Ontario,20.0,65.76,96.63,63.72,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,ON,ER3510,Ottawa,30.77,66.67,84.62,61.92,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,MB,ER46,Manitoba,34.36,62.56,83.6,57.77,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,MB,ER4650,Winnipeg,45.13,67.31,83.6,67.08,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,SK,ER47,Saskatchewan,32.25,45.58,84.81,54.4,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,AB,ER48,Alberta,39.23,72.12,100.0,70.58,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,BC,ER59,British Columbia,34.72,57.17,135.9,73.6,Labour Force Survey,2021-2022,2023-11-29,0,
00011,Senior government managers and officials,YK,ER6010,Yukon Territory,58.7,76.05,115.38,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NT,ER6110,Northwest Territories,56.4,77.1,127.03,,Small Area Estimation,2022,2023-11-29,0,
00011,Senior government managers and officials,NU,ER6210,Nunavut,68.15,86.96,133.64,,Small Area Estimation,2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",,ER00,Canada,43.96,84.13,131.12,85.73,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",NL,ER10,Newfoundland and Labrador,41.21,76.92,104.9,71.62,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",NS,ER12,Nova Scotia,43.85,72.12,96.15,69.78,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",NB,ER13,New Brunswick,31.15,72.12,100.96,68.48,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",QC,ER24,Quebec,30.0,81.73,132.21,82.0,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",QC,ER2435,Montérégie,48.13,91.35,117.95,86.42,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",QC,ER2440,Montréal,30.0,72.12,132.21,78.13,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER35,Ontario,44.0,84.13,137.36,86.96,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3510,Ottawa,57.14,89.74,144.23,97.34,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3515,Kingston--Pembroke,48.08,72.12,98.9,72.98,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3530,Toronto,46.9,85.47,138.46,88.85,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3540,Kitchener--Waterloo--Barrie,50.0,74.36,129.81,87.52,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3550,Hamilton--Niagara Peninsula,57.69,85.77,137.36,86.37,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",ON,ER3570,Windsor--Sarnia,64.1,81.73,108.17,88.74,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",MB,ER46,Manitoba,43.27,72.5,99.3,75.02,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",MB,ER4650,Winnipeg,42.79,72.82,115.38,74.22,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",SK,ER47,Saskatchewan,43.27,78.85,120.19,80.04,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",SK,ER4730,Saskatoon--Biggar,35.1,79.91,110.0,78.05,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",AB,ER48,Alberta,39.9,87.41,132.21,87.96,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",AB,ER4860,Edmonton,36.06,80.13,123.08,79.11,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",BC,ER59,British Columbia,48.27,92.31,125.0,89.67,Labour Force Survey,2021-2022,2023-11-29,0,
00012,"Senior managers - financial, communications and other business services",BC,ER5920,Lower Mainland,48.08,94.51,125.0,89.85,Labour Force Survey,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",,ER00,Canada,21.25,39.49,92.02,48.76,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER24,Quebec,19.76,35.38,82.0,43.6,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER2420,Capitale-Nationale,23.75,35.9,71.79,42.97,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER2435,Montérégie,19.5,38.36,82.0,44.58,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER2440,Montréal,20.0,43.59,102.56,54.93,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER2450,Lanaudière,20.98,32.0,73.08,39.64,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",QC,ER2455,Laurentides,20.0,35.45,79.49,41.56,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",ON,ER35,Ontario,23.0,46.16,105.64,57.34,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",ON,ER3510,Ottawa,18.46,38.46,89.74,47.7,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",ON,ER3530,Toronto,25.64,61.54,114.69,65.84,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",ON,ER3550,Hamilton--Niagara Peninsula,20.51,39.74,99.87,51.14,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",AB,ER48,Alberta,24.5,41.03,76.92,47.25,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",AB,ER4830,Calgary,25.38,43.59,97.18,51.8,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",AB,ER4860,Edmonton,24.49,39.59,76.92,46.14,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",BC,ER59,British Columbia,23.27,38.46,82.05,45.42,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00014,"Senior managers - trade, broadcasting and other services",BC,ER5920,Lower Mainland,25.0,41.03,87.18,48.47,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",,ER00,Canada,21.7,42.03,97.44,51.93,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",QC,ER24,Quebec,21.0,35.38,82.05,43.38,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",QC,ER2435,Montérégie,22.13,37.62,87.18,46.97,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",QC,ER2440,Montréal,18.5,35.9,97.44,48.94,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",QC,ER2455,Laurentides,22.0,36.58,73.33,42.04,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",ON,ER35,Ontario,21.54,45.7,102.56,55.28,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",ON,ER3530,Toronto,23.08,52.63,114.75,62.64,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",ON,ER3540,Kitchener--Waterloo--Barrie,21.08,51.28,92.31,54.77,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",ON,ER3550,Hamilton--Niagara Peninsula,20.0,41.03,87.18,50.5,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",AB,ER48,Alberta,25.0,56.41,115.38,64.13,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",AB,ER4830,Calgary,29.12,71.79,128.21,74.3,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",AB,ER4860,Edmonton,25.64,54.3,94.87,57.69,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",BC,ER59,British Columbia,24.33,45.42,97.44,53.55,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
00015,"Senior managers - construction, transportation, production and utilities",BC,ER5920,Lower Mainland,24.0,51.28,102.56,59.8,Employment Insurance Survey Data,2021-2022,2023-11-29,0,
10010,Financial managers,,ER00,Canada,33.62,55.29,87.91,59.15,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NL,ER10,Newfoundland and Labrador,31.25,48.85,76.92,53.22,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NL,ER1010,Avalon Peninsula,46.7,50.27,76.92,55.97,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NL,ER1020,South Coast--Burin Peninsula,31.57,45.11,74.75,,Small Area Estimation,2022,2023-11-29,0,
10010,Financial managers,NL,ER1030,West Coast--Northern Peninsula--Labrador,34.33,50.45,78.87,,Small Area Estimation,2022,2023-11-29,0,
10010,Financial managers,PE,ER1110,Prince Edward Island,43.27,56.41,79.49,57.66,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NS,ER12,Nova Scotia,28.85,48.08,80.77,50.9,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NS,ER1210,Cape Breton,28.85,48.08,80.77,50.9,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NS,ER1220,North Shore,25.33,51.28,87.09,54.97,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NS,ER1230,Annapolis Valley,28.85,48.08,80.77,50.9,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NS,ER1240,Southern,33.27,44.58,66.12,,Small Area Estimation,2022,2023-11-29,0,
10010,Financial managers,NS,ER1250,Halifax,28.85,48.72,88.94,52.7,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER13,New Brunswick,24.29,43.27,67.31,45.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER1310,Campbellton--Miramichi,24.29,43.27,67.31,45.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER1320,Moncton--Richibucto,24.29,41.21,64.84,41.49,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER1330,Saint John--St. Stephen,24.29,43.27,67.31,45.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER1340,Fredericton--Oromocto,24.29,43.27,67.31,45.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,NB,ER1350,Edmundston--Woodstock,33.13,45.02,68.41,,Small Area Estimation,2022,2023-11-29,0,
10010,Financial managers,QC,ER24,Quebec,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2420,Capitale-Nationale,31.25,51.28,77.14,56.31,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2425,Chaudière-Appalaches,35.0,48.08,76.92,54.17,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2430,Estrie,20.0,46.15,69.71,45.39,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2433,Centre-du-Québec,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2435,Montérégie,29.55,48.08,68.68,49.75,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2440,Montréal,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2445,Laval,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2450,Lanaudière,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2455,Laurentides,26.0,48.08,58.97,45.47,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2460,Outaouais,40.05,61.54,76.92,60.86,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2465,Abitibi-Témiscamingue,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2470,Mauricie,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2475,Saguenay--Lac-Saint-Jean,26.0,43.55,76.0,47.93,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,QC,ER2490,Nord-du-Québec,32.0,52.88,82.42,56.08,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER35,Ontario,34.13,56.41,96.15,61.64,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3510,Ottawa,43.59,60.1,92.31,64.91,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3515,Kingston--Pembroke,36.63,57.69,81.73,59.62,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3530,Toronto,36.06,57.69,100.0,62.47,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3540,Kitchener--Waterloo--Barrie,30.29,53.33,91.35,57.65,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3550,Hamilton--Niagara Peninsula,30.0,55.38,96.15,61.51,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3560,London,31.25,49.68,99.59,55.03,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3570,Windsor--Sarnia,31.25,52.88,72.12,52.73,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3590,Northeast,41.02,55.78,76.92,61.27,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,ON,ER3595,Northwest,28.85,61.87,76.92,54.28,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,MB,ER46,Manitoba,28.85,48.08,79.88,52.15,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,MB,ER4620,South Central,28.85,48.08,79.88,52.15,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,MB,ER4650,Winnipeg,28.85,48.08,79.88,52.15,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,MB,ER4680,North,28.85,48.08,79.88,52.15,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,SK,ER47,Saskatchewan,26.0,48.34,82.0,51.46,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,SK,ER4710,Regina--Moose Mountain,26.0,48.34,76.92,50.53,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,SK,ER4720,Swift Current--Moose Jaw,26.0,48.34,82.0,51.46,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,SK,ER4730,Saskatoon--Biggar,28.21,51.2,86.54,54.74,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,SK,ER4750,Prince Albert,26.0,48.34,82.0,51.46,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,AB,ER48,Alberta,36.92,60.1,96.15,63.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,AB,ER4830,Calgary,45.67,60.1,96.15,66.69,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,AB,ER4860,Edmonton,36.92,58.97,85.38,61.35,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,AB,ER4870,Athabasca--Grande Prairie--Peace River,36.92,60.1,96.15,63.45,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,AB,ER4880,Wood Buffalo--Cold Lake,38.0,62.0,93.75,62.65,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER59,British Columbia,33.62,54.0,91.35,58.65,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5910,Vancouver Island and Coast,23.0,50.0,72.12,47.94,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5920,Lower Mainland,40.38,57.69,91.35,61.24,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5930,Thompson--Okanagan,28.85,54.0,85.76,55.42,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5950,Cariboo,28.85,55.56,97.6,63.21,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5960,North Coast,33.62,54.0,91.35,58.65,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,BC,ER5980,Northeast,33.62,54.0,91.35,58.65,Labour Force Survey,2021-2022,2023-11-29,0,
10010,Financial managers,YK,ER6010,Yukon Territory,39.07,54.54,78.15,,Small Area Estimation,2022,2023-11-29,0,
10011,Human resources managers,,ER00,Canada,36.06,54.95,80.22,56.67,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NL,ER10,Newfoundland and Labrador,22.86,48.08,66.67,48.16,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NL,ER1010,Avalon Peninsula,22.86,50.77,87.36,50.48,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NL,ER1020,South Coast--Burin Peninsula,35.88,54.84,73.87,,Small Area Estimation,2022,2023-11-29,0,
10011,Human resources managers,NL,ER1030,West Coast--Northern Peninsula--Labrador,22.86,48.08,66.67,48.16,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,PE,ER1110,Prince Edward Island,34.29,50.17,68.18,51.72,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NS,ER12,Nova Scotia,40.62,53.85,71.79,56.49,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NS,ER1210,Cape Breton,40.62,53.85,71.79,56.49,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NS,ER1220,North Shore,40.62,53.85,71.79,56.49,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NS,ER1230,Annapolis Valley,40.62,53.85,71.79,56.49,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NS,ER1240,Southern,33.0,47.42,69.91,,Small Area Estimation,2022,2023-11-29,0,
10011,Human resources managers,NS,ER1250,Halifax,40.62,51.79,64.0,52.94,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NB,ER13,New Brunswick,34.87,49.0,57.44,49.36,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NB,ER1310,Campbellton--Miramichi,35.49,50.89,73.62,,Small Area Estimation,2022,2023-11-29,0,
10011,Human resources managers,NB,ER1320,Moncton--Richibucto,34.87,49.0,57.44,49.36,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NB,ER1340,Fredericton--Oromocto,44.0,54.04,56.92,53.77,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,NB,ER1350,Edmundston--Woodstock,34.87,49.0,57.44,49.36,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER24,Quebec,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2410,Gaspésie--Îles-de-la-Madeleine,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2415,Bas-Saint-Laurent,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2420,Capitale-Nationale,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2425,Chaudière-Appalaches,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2430,Estrie,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2435,Montérégie,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2440,Montréal,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2445,Laval,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2450,Lanaudière,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2455,Laurentides,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2460,Outaouais,32.31,54.87,70.77,53.55,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2465,Abitibi-Témiscamingue,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2475,Saguenay--Lac-Saint-Jean,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,QC,ER2480,Côte-Nord,34.62,52.88,74.18,54.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,ON,ER35,Ontario,37.5,55.29,80.51,58.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,ON,ER3510,Ottawa,40.0,54.95,71.44,56.86,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,ON,ER3515,Kingston--Pembroke,37.5,55.29,80.51,58.25,Labour Force Survey,2021-2022,2023-11-29,0,
10011,Human resources managers,ON,ER3520,Muskoka--Kawarthas,37.5,55.29,80.51,58.25,Labour Force Survey,2021-2022,2023-11-29,0,
